"","P_5","P_7","P_8","P_9","P_10","P_18","P_19","P_22","P_23","P_25","P_31","P_37","P_42","P_43","P_47","P_50"
"CD8B",7.26365121350851,6.69616723076351,5.68525885195141,5.29064079722507,5.94478964214883,5.72908113370803,6.66385545626981,4.90363581874219,5.48722176277911,8.23823495741909,7.49704377804583,7.21734731102154,6.8455217660285,4.38774335431941,5.87769395595094,5.20237734364732
"CCL11",4.45263656966159,4.48294584689117,3.5986836448931,4.05160419173325,1.59476602741068,5.90819831639168,3.41482221019516,4.65177545342951,7.50106586750983,4.3017111323317,4.79396015917682,3.77004530604548,6.17113678213908,5.2814103579795,6.46477425846042,6.16403949959424
"MALT1",9.30472282419091,9.56209464501053,9.69826615602907,8.87994402029815,10.1086952625181,8.88395249048077,9.0943656917062,8.28137510995021,9.16148533818991,9.21157106895158,9.08935653766636,9.67123338157929,9.13343601282712,8.19408714052551,9.30372124397809,9.1434537392186
"CXCR6",6.25829372662706,4.24071017289107,5.55772153855306,5.69341373188443,6.07375996514085,6.26741081191014,5.91836408082138,2.56260058792275,6.22384466554262,8.90599865814666,6.33019760690415,6.42128051027636,7.08744113063346,3.28195053020425,5.7586217625595,5.20237734364732
"CLEC7A",8.38168528861704,9.41288718929381,8.6714695009458,9.58312219658014,9.56509860557758,9.20756431948431,8.24124487208194,9.5711065020147,8.73361818481759,9.96355724277148,8.51707124781048,10.0086015715911,10.178757084124,7.38138163453187,10.1887656732449,9.44493357023085
"IL16",10.3689105107578,11.3294400432871,10.6691151224966,9.32675731276066,10.8892403077177,10.6491027662252,9.80739239723098,8.27033965491562,8.89998613685047,10.3488952962305,10.4389621297146,10.4489693013698,11.1393612042467,8.90900489925325,11.5995356323364,10.7991913924801
"IL17D",9.8264134417975,8.56519998046941,8.173014980899,8.29943254547345,7.31497694225743,8.02648307325154,5.30089511771514,7.18311633404042,7.78648681770311,9.04727837586674,5.25884081501465,8.06663421480306,5.46268267822075,6.61941520203686,7.05923342721473,7.5714426299
"EFEMP2",9.05729719311892,11.1493656177016,10.4189476362999,9.32074795896591,9.56910387352188,10.6991333384832,6.58001347474341,10.6691151224966,9.68424923853763,10.3088642265519,8.82983613315179,11.0993432411653,9.83542331384839,9.74732408948933,10.7591686528773,8.52308757523118
"CCL19",10.3589029298789,9.61115831287969,9.87346432278039,8.04455160772177,9.72629950188564,8.02648307325154,8.99016858598933,1.81043360814082,8.02949455535308,9.81039573853107,9.52905053011843,9.09636934443201,10.5890646521563,8.10878845103519,9.46095637720719,4.6538548786793
"RARG",7.71716698449714,9.77335403901076,9.49900953934173,8.52208485872058,10.0486398297215,8.74664855644051,8.4819746354199,7.38339360952864,8.45489848326984,8.64139522490076,8.97213300278738,9.88948126881089,7.53122959011597,8.49701632868578,8.7266017168883,7.12269511416415
"MYD88",9.39285767364636,9.94854215625034,9.28268780482271,9.02623843170847,9.6892552993762,8.73662521802093,9.83642440694206,9.29570856270385,9.33677281609671,9.94654013282469,9.9795731629329,9.91951253996482,9.81640240030012,8.09975577873563,10.2588241572612,9.19955076418396
"RELA",9.03425371725934,9.56910387352188,9.39085469948114,8.44988422350455,9.26465875209034,9.10939296389588,9.34778974591637,9.72629950188564,9.24763097801089,9.3918561870799,9.46796627588531,9.84042877173961,9.12341816291875,9.03926322769357,9.70627574962558,8.92904617593173
"OLR1",5.24652637872354,0.67489225100364,2.15871220416861,7.29686330003779,3.73997344873641,4.81156863142305,4.70061202535316,6.97760918633123,4.72137489197967,2.94728764470166,5.13454382387274,2.21115972762189,8.46693250517517,4.26701926449655,6.71938704499177,8.58023933664973
"SAA1",9.20155416007113,10.9592762972911,10.1887656732449,5.65569001486813,-9.96578428466209,3.18792999165635,2.29582652298125,-9.96578428466209,5.13660066127609,4.01022067768075,8.88495460435179,2.78353935718392,6.375747603864,6.41622212557966,8.35560670513922,4.82502894930265
"TNFRSF10D",7.04714316068539,7.16499181512102,7.06024091533562,6.41925718095982,6.85258242483089,5.8837956830041,5.07280045371103,7.36226703522786,5.81461718730542,5.94885442406769,6.71030145181078,7.74228464524434,6.22992469280925,6.4354429026131,7.65587114587451,5.16024850117312
"TNFRSF10C",3.33808792538707,5.37160153458096,4.88709874329011,5.76575060919174,2.06018968192852,-9.96578428466209,6.51027527960193,3.71308670217448,6.10014207643351,3.15571516937032,5.21880900468889,5.34599290616725,4.01022067768075,3.70985791992437,4.62161082585025,5.16024850117312
"NLRP13",3.73674889102476,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-1.18889876295167,-9.96578428466209,0.807501155402632,-9.96578428466209,-9.96578428466209,-9.96578428466209,1.08688291095319,0.394378446303707,-9.96578428466209,-9.96578428466209
"XCR1",5.36443220615987,6.18026115856348,5.26089296063185,5.2403681511588,6.66991444712654,5.09133132169657,4.14473803757111,5.11911495031193,3.72061854073619,6.59415894851346,4.79396015917682,5.17669295123863,5.70258692861394,2.22573562545689,5.95190289086916,3.0451817856343
"CD34",8.38168528861704,11.9996480888348,10.2888483654157,9.68825408889036,9.37583226113433,9.58912999498098,6.64567698982894,6.24005732441915,8.63237263847194,8.14993473013365,9.48098453202794,11.0593247728397,7.8638260529352,10.1086952625181,9.88047175982365,7.47190431480894
"TLR10",7.03505213448982,2.76290898568733,5.48824402627129,5.29064079722507,4.56641837663715,5.17361000226923,6.03620399955221,6.09608374391658,5.27423010529038,6.33930899991491,6.99978224180323,4.35000268047082,7.60662423058481,3.00813627265175,5.67302488423631,3.86748870611812
"TLR1",6.89897373962645,7.43368762100137,7.84273533031926,8.29341348011969,7.10255074112051,8.2653234491179,7.78246869327493,9.1314324527543,7.859808874534,8.59327311505332,8.30745784252821,7.30189501057755,8.34356995394571,6.94232832961287,9.08134182493155,6.94837696558201
"TLR6",7.42564126519112,7.05621093145089,7.40451834388239,7.66089587066133,6.7486592072155,7.13880916997334,7.8638260529352,9.6932601329277,7.42262381499811,7.87487304764416,8.56219205988101,7.99235125375718,8.16900111630677,6.69111897509288,7.92809450094221,6.2056025500451
"IL20RB",5.07383012561517,10.4289549081405,9.80939462553715,8.79976957909975,11.4995022973116,8.30745784252821,3.41482221019516,2.56260058792275,5.36955324086417,8.33855455022001,4.19012875095447,10.2187910859681,5.28858971584043,3.70985791992437,8.03451363900785,3.96876774380156
"LEP",6.10927272620641,10.5190181339357,5.68525885195141,6.6648653052921,-9.96578428466209,-9.96578428466209,1.86162639406832,-9.96578428466209,-9.96578428466209,-9.96578428466209,3.44214192685578,-9.96578428466209,-9.96578428466209,5.51175175715344,5.67302488423631,-9.96578428466209
"NLRP6",5.40129414404875,0.67489225100364,3.5986836448931,-9.96578428466209,4.16585935714094,2.35579016896156,3.57810564204716,4.65177545342951,3.13568332264227,3.64517296530678,4.84779823349671,3.99003446153611,4.466226889791,5.03159603869553,4.07597815419614,0.932775562986468
"DES",7.28378033315658,11.0393153447829,11.8596122224668,9.05128591845244,-9.96578428466209,5.36033506857633,4.51114035942779,4.50696486411152,9.20055246271701,9.52804917746613,5.72908113370803,8.85789701127003,5.39515201266587,5.54648732649429,9.73030421290569,4.23544547702418
"CADM2",5.63631095594468,5.69443303039385,6.25930677267244,4.2659673578426,4.07068143799622,5.25063148918067,3.97940343673852,4.16374796239921,4.85917834732137,4.93256101780194,4.42020622860539,5.26397104011663,4.70580377256434,4.38774335431941,5.14996813596291,4.06326420068066
"AMIGO3",5.07383012561517,-9.96578428466209,2.73304245497457,3.5770219640107,2.92920225226233,0.168444893856263,3.12788550635151,3.95599869875862,2.39752301780909,2.70194146364198,3.13011389407313,-9.96578428466209,4.466226889791,3.58135629938455,1.52783997422417,2.34502711676025
"IFNW1",4.30381236837608,-9.96578428466209,-3.41344583761043,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,1.81043360814082,2.98338090779092,-9.96578428466209,1.80014690668732,-9.96578428466209,1.08688291095319,2.90315828407445,2.91448850338663,0.932775562986468
"CD19",8.76669474964934,4.69022645438769,4.77738065395735,5.29064079722507,-0.466706492359708,4.32901577283456,6.9362794893013,4.50696486411152,4.06220442003448,5.73723138009193,7.54731551926522,6.03214302362787,8.90299240402148,4.03993882567655,5.67302488423631,1.56942640398709
"IL17RA",9.12241637110134,10.1387221255225,9.73230656351634,9.35880654694705,9.79738120919381,9.03224990382946,9.1144019916818,9.78636881234989,8.69753263292355,10.0986861832177,9.54106668892694,10.2287994400228,9.69926735814342,9.36982322016996,9.97056422959388,9.39586212715912
"CD28",7.33208296883214,6.11028719187338,6.57294020120569,5.67506401676771,6.09811293068637,6.04534056946973,5.25268393236098,5.9905080222612,6.1366597512683,6.66385545626981,7.41055364809442,7.19519848184528,7.40049472555661,6.2137105349747,6.89897373962645,5.59855801167711
"COX5A",10.9592762972911,11.4995022973116,11.5495192537173,10.6591089657858,11.3494477538523,11.7595843863212,10.7291511793672,10.2588241572612,11.0193057850524,10.9092507693421,10.8192025278961,11.1093477787556,11.1893829686291,11.4694918376782,10.9992960918083,11.4394811581874
"CALR",14.4199342497534,13.7798975381698,13.2398510209132,12.8998114261508,13.6198855202382,13.7398946574705,14.1899228855091,12.3997333090851,13.8799043999594,13.4598720926394,13.769896825466,13.9599095570123,13.6898909424339,13.0998358383183,14.2499260269164,13.9799108022061
"CIITA",8.44988422350455,9.21657947946814,8.29341348011969,7.9662483251414,8.44085843069758,8.57622888175073,8.44085843069758,7.8718602665719,7.16398485142821,9.82341013738948,9.27267170924903,9.08434735178762,9.17651137064744,6.38789136082886,9.06030281285986,8.18304947408829
"NLRP8",2.78697410859205,-9.96578428466209,-9.96578428466209,-9.96578428466209,2.69270926656145,-9.96578428466209,1.23589413187042,0.141885041131139,2.8132730654608,-9.96578428466209,2.18192907657302,-9.96578428466209,0.168444893856263,-9.96578428466209,2.14891625800042,1.56942640398709
"CCR8",5.16333222191941,3.94854693510869,5.30192045048832,3.5770219640107,3.85893952866328,4.17852431342146,3.72384562305133,1.81043360814082,3.39840913528647,5.94885442406769,4.95011376448625,-9.96578428466209,5.42892630109057,1.83095844995194,-9.96578428466209,4.06326420068066
"SSTR2",4.04842326147364,2.76290898568733,3.14347683952393,2.99238833372897,-9.96578428466209,3.91658414280246,3.41482221019516,3.05526721014455,3.81400230365922,4.3017111323317,3.81078897884433,5.63427075799183,3.81935679095975,3.88457734910902,4.42753202528154,-9.96578428466209
"PRF1",8.26131044384847,7.68501335831841,7.04815071182275,6.53756839553558,7.05318838850788,7.2847867419704,9.19454225380618,5.39105692166814,6.84854779901362,10.0386303644968,8.34958836787041,9.06631401727931,7.6789841702741,5.43813434408307,7.61064470438299,7.41860049122681
"F2R",8.81179636727774,8.8408601908685,9.04126702263036,8.19609395806161,8.88094614005064,9.94553912005842,7.32302699373478,6.80315151175073,8.53612271859346,9.98157514055508,10.0086015715911,9.00419595590681,9.17951654468193,8.18003915131065,8.07667134752247,6.81929384467204
"POLR2A",7.9903434021192,9.11239838432832,9.37883676751477,7.95821627829665,9.37583226113433,8.52208485872058,8.85088190256876,8.89798195147533,8.8428645452826,8.6714695009458,8.90800282032922,9.77535632051574,8.85990131456526,10.1887656732449,9.7112817186326,9.02523651503653
"CCL13",6.48196539267284,10.2187910859681,10.2788403519435,8.74564622988839,9.6892552993762,7.12873803445162,8.71457329914634,8.661444914102,7.77543685380459,9.69826615602907,7.77945506678812,8.18304947408829,10.3088642265519,7.98632766602279,9.18151998805552,7.70109059939043
"TNFSF15",7.46989305240966,7.19922571192372,6.68405113284108,6.13564554763369,6.19141210986086,7.88190276655416,6.52038448814941,5.87667695957283,7.06326334834859,8.07466394163136,6.31197269907506,8.09072290123169,7.8939533775675,5.7097208779204,7.27673534605967,7.72319541018215
"AMIGO1",4.45263656966159,1.73417809207063,5.77491533642035,3.10781405629498,3.13122795572106,4.09609579570773,4.58933864315562,5.61998777487311,4.51531534758483,4.87469187664229,3.29407557200748,-2.97627372632834,5.36033506857633,3.43886587418943,2.91448850338663,3.86748870611812
"NLRP10",2.99463920913044,7.97026428178181,6.89695698630061,6.29070669005979,9.76334258386796,5.78306088476336,1.23589413187042,5.54750869394496,3.13568332264227,5.6709856963544,1.80014690668732,7.14988684764068,2.35698525316925,1.58277692528383,6.60931323863304,3.75931030931226
"BGN",9.72629950188564,10.3789180392324,8.59227052753501,9.30271966266785,9.6041493494965,10.4689834963026,7.78749134092829,8.09072290123169,9.16148533818991,8.89196936040736,9.39986805076741,12.3397219827612,11.1593700006571,10.7091393267376,10.9892911945367,10.398932940416
"CSF1R",9.5010122986948,10.4689834963026,9.92752076958622,9.51202740685549,9.19253884137386,9.84843746507375,7.64280645695704,10.0486398297215,10.0086015715911,10.4889974956728,10.0686585642962,10.5590449920035,10.3889255156651,9.50401643054876,10.398932940416,9.35880654694705
"EPHB3",8.02046003701952,8.02849073064868,8.58826015946121,6.94736887374098,8.46492685454682,7.953196158226,4.73486490136212,4.16374796239921,7.69204725722646,8.61031682885917,4.73797733130576,8.1378923477158,6.58607599534143,6.36866318509948,7.75233113896441,3.51405937371423
"LCK",8.13488169671858,7.21634059551165,7.63677640237653,7.00079004494306,7.45380238573033,7.45883082777106,7.36930943277718,4.50696486411152,6.792052729916,9.10839115457432,8.76469015915816,8.55517351416044,8.8729291407313,5.5291217555723,7.18714379311817,5.24242096874345
"CADM1",9.83141893388076,8.39071216131903,8.55918412276145,7.0370673585497,8.57723149820076,8.96111103749252,9.34378360457135,11.8896202038635,10.3188720749798,10.3288798691524,7.47190431480894,8.39071216131903,9.38284276144198,6.93527132932203,7.91002020467242,10.7291511793672
"EPHA10",2.25118137806696,1.73417809207063,-9.96578428466209,-9.96578428466209,1.59476602741068,-9.96578428466209,-1.18889876295167,-9.96578428466209,-9.96578428466209,-0.992519082663833,-9.96578428466209,1.25011483269151,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209
"CCR3",4.58725558534899,4.7835987492325,3.14347683952393,3.86748870611812,4.69957359303519,1.08541236453022,3.12788550635151,5.75454784954427,4.20699930147468,4.54348336820385,3.57593822309418,5.63427075799183,4.01022067768075,1.28407684376662,5.62814982248133,-9.96578428466209
"CCR4",6.25829372662706,5.42994948260645,6.69919610322017,4.2659673578426,5.43301892859339,5.13248690537742,3.41482221019516,-9.96578428466209,4.76908839403617,5.76982395049766,6.88788130583485,4.35000268047082,6.17113678213908,3.10446600319962,5.14996813596291,3.75931030931226
"IRAK1",8.26131044384847,9.54507204535762,8.9771429316724,8.94908688318534,9.08735286714174,8.82883393695724,7.9933551754803,9.81339907288263,8.6123219377907,8.58826015946121,9.24963426258966,9.61015703506093,9.22058618689071,8.63538018298201,9.71929122606808,9.47497612658365
"S100A7A",4.65073569785342,3.08994840074882,6.98668030337569,-0.600502656023711,6.60325171699844,2.83153281188467,3.72384562305133,4.50696486411152,5.27423010529038,2.03784432889712,-1.64651485928637,8.93305436268298,4.52992383425513,3.77111850539843,4.70995667431404,1.56942640398709
"EFNA5",8.45489848326984,8.03852885820217,8.28839753145008,6.24107053641912,7.78950037793581,7.35723662430157,3.49882867885997,6.24005732441915,6.56990868811865,6.95644149716383,7.26969013874048,8.28037189796023,5.52605678500677,6.50825334591144,6.82232035525571,2.00919290550149
"CCR10",5.20545865504164,5.42994948260645,5.21880900468889,3.99216010951871,3.13122795572106,3.59760115196746,3.65273043342798,4.90363581874219,4.06220442003448,3.49991701721412,8.52509300259151,6.26133283729707,5.95596735417219,6.69919610322017,7.99134732930411,4.15213236820942
"SOCS3",9.43592062955458,11.7295756521099,11.3794591210444,8.18907005513774,9.1144019916818,8.31147043838356,7.69707136974381,9.34378360457135,8.86491204668391,8.20913804164109,10.6891273085521,9.97857217309223,10.0086015715911,10.6891273085521,10.6691151224966,9.50501780592257
"IFNE",5.11911495031193,3.5824397264089,1.75365200769753,3.72922296675348,5.74334350919466,6.35752968661584,3.12788550635151,8.90499657488612,2.98338090779092,2.40822310740318,1.27984436850089,7.34214475268733,4.17852431342146,3.88457734910902,3.7818475123829,3.37430730842654
"ROBO2",7.15894995996296,8.75667173327621,7.80155433650433,8.01845233687888,8.46893814795342,6.39295090335612,5.01716629869017,4.65177545342951,3.72061854073619,7.83771353350702,3.81078897884433,8.17201151836642,2.61391016125776,3.88457734910902,6.15389969167673,2.84748678045198
"SEMA4B",9.20856600860889,9.33777436051903,8.85990131456526,8.49300525295076,9.84443312443899,8.45790701536987,7.86784318357004,8.50804662865667,8.52609571344387,8.77371076623187,7.79351841424115,10.4289549081405,8.45890985545162,7.75132650414838,8.44186130454014,7.12269511416415
"IL3RA",5.96815965804673,6.91813173363835,6.55576074828671,5.29064079722507,6.16809514821423,5.90819831639168,4.95940368417106,3.05526721014455,6.00472691556029,5.63631095594468,6.47387573083574,7.17304735003427,6.4435349850285,5.75556634736999,6.27450136808504,4.6538548786793
"SOCS1",8.30143888293579,7.40451834388239,8.07667134752247,5.91531447407777,6.53251453232874,6.80718724442416,6.10420024509367,5.9905080222612,7.13679498256756,7.85277869699151,7.05721843527605,7.10355800775088,7.209293455501,5.87057472930725,6.91813173363835,5.6597691700414
"IRF7",8.21014141620521,8.69753263292355,8.05358555442641,7.91604507358929,8.32752047293556,8.21816832839433,8.64039272226745,8.49801909281141,6.89191500038072,9.1484625563633,8.49601356263824,8.40976834341548,9.92651974338003,7.05016579828601,8.32752047293556,7.49704377804583
"SP1",9.71829004052321,9.37182623800983,9.50501780592257,8.75466711078184,9.37883676751477,8.54213883182142,9.41689304340933,9.14445550509733,9.69025650902227,9.4729733169807,9.59914292036638,9.55909067618823,8.99918621147138,8.68951332903301,9.65421242851778,8.10176305693497
"PDIA2",3.33808792538707,-9.96578428466209,2.15871220416861,2.21359085360024,-9.96578428466209,-9.96578428466209,2.63018201652457,-9.96578428466209,-9.96578428466209,-9.96578428466209,3.44214192685578,-9.96578428466209,3.81935679095975,2.22573562545689,2.58245560512665,-9.96578428466209
"P4HB",12.219697866449,12.7597922081269,12.4197369810324,12.3997333090851,12.8598061242621,12.4697459412129,11.2894242976197,12.6297726131179,12.4997511701181,12.4197369810324,11.7095697275506,13.4498712029336,12.0596624259233,12.4997511701181,12.7497907627153,12.2597061291484
"IFIT1",7.51212629695951,9.44893929574359,7.98632766602279,8.06261928922836,8.32150177517888,8.31648613401754,7.42362963578489,7.46385917085201,7.3069266107138,7.53525116230916,8.37767329111594,8.25930392763531,8.61031682885917,6.61941520203686,6.91813173363835,7.14485161354077
"NLRP9",3.95174083386543,1.73417809207063,-9.96578428466209,2.72844046324341,-9.96578428466209,-9.96578428466209,2.09481702005914,4.50696486411152,3.27312635671193,-9.96578428466209,-1.64651485928637,-9.96578428466209,3.18903957282725,1.28407684376662,3.7818475123829,-9.96578428466209
"IKZF1",7.48698828420243,5.95799951778466,5.8034211809266,6.07984876589615,5.64651109526506,5.95495125536836,6.11738816723659,5.87667695957283,5.59651674791078,7.28076107986881,7.10255074112051,6.56586656752975,7.30390766385878,4.90260243157531,6.78196226638821,4.71307106214417
"TRIM69",2.78697410859205,0.67489225100364,-9.96578428466209,3.40716477553857,-9.96578428466209,1.08541236453022,2.29582652298125,-9.96578428466209,-9.96578428466209,3.33808792538707,1.27984436850089,-9.96578428466209,0.168444893856263,-2.37693937217184,-9.96578428466209,-9.96578428466209
"IFITM1",12.4197369810324,12.6697788315008,12.2697081592679,11.2594121984243,12.029655331927,11.9996480888348,11.0493200751565,8.21315152582726,11.6295451903912,12.9998240551474,12.869807463549,13.0198264775779,13.1998468323186,10.9792862631851,11.5495192537173,10.3889255156651
"NKRF",8.06763793971113,7.72118594814842,8.63638269432566,7.15592896655958,8.40776246439592,8.7967628470893,7.88391123110775,7.77945506678812,7.58350539251316,8.55617616907614,8.5371254087998,7.97930002223584,8.31247358187729,8.03350982758635,7.63376132791291,7.0209449685309
"CEACAM19",3.33808792538707,4.24071017289107,5.17669295123863,5.42994948260645,4.49443531986402,5.25063148918067,-9.96578428466209,5.75454784954427,4.39926621080248,3.33808792538707,4.34790463443976,6.2177643002917,3.18903957282725,3.28195053020425,3.41263472764502,4.15213236820942
"IFNA10",6.44656938299667,4.59038012710982,2.15871220416861,4.2659673578426,2.41059919627991,-9.96578428466209,4.24597390467581,6.60325171699844,3.51405937371423,-9.96578428466209,4.99860742116163,2.78353935718392,5.61692677026343,5.19518694029597,6.69818648580231,3.37430730842654
"TNFRSF4",5.47188591024091,5.17772056152871,4.83331009481175,4.1626922038618,4.25544620415937,4.32901577283456,4.24597390467581,-9.96578428466209,4.94391944486101,5.52810011405176,5.8665063351681,-9.96578428466209,6.57091919983941,5.56384852400168,3.60842330298104,4.59246300523239
"TNFRSF18",5.91836408082138,7.69707136974381,7.11765920967023,5.74741799845729,7.75132650414838,6.08796658543819,4.55078248482636,4.65177545342951,2.13419935092081,6.64668696373711,5.54648732649429,5.42381014657259,6.74159401758502,4.34895367527828,5.7586217625595,4.31431634307155
"MITF",10.5790581441735,11.0693294380585,11.649551452863,10.7591686528773,10.2888483654157,11.2093914652741,11.6295451903912,8.10377032501493,11.4294775487036,11.89962282765,11.3294400432871,11.5695258733812,10.6691151224966,10.9892911945367,11.6295451903912,11.5995356323364
"SLIT1",5.50664208353185,4.87158961205171,3.14347683952393,4.1626922038618,4.49443531986402,5.13248690537742,5.80851046332404,5.21572844228067,4.94391944486101,5.97628696076424,4.42020622860539,6.12854584211119,6.04635569058627,3.10446600319962,5.43506514390312,4.97797795377757
"BCAM",7.62672603140564,9.61416214101918,9.22859954598088,7.94717192154289,8.07366023481971,7.57646884477837,5.79120561368776,6.70626323702639,8.47996904340136,6.95644149716383,8.06161555134001,9.2856926117448,7.2576121249971,8.11481011920088,8.12584961003996,6.9362794893013
"TLR5",6.3362719470509,7.31296438568919,6.98668030337569,5.40743567163721,5.86142057081483,6.72746267662431,4.62785378536146,6.19343943042205,5.98441354838005,6.15694173727633,5.60978392178507,6.69616723076351,6.75572407838586,6.14680123980434,6.86065138664447,5.85735174131249
"SEMA4D",9.03124799512737,8.88295037514092,8.84987973817937,8.04053645193019,9.60615191490817,8.29842937343571,7.24050048147358,8.88996515171013,7.28277391987047,9.32074795896591,8.95109092289633,9.4429307015075,9.58812869750166,6.62749626027906,7.89094076441886,6.75067777426273
"S100A3",2.78697410859205,8.09373388327984,5.13145841568312,9.24662933401039,5.88989698073701,5.25063148918067,2.47216370127143,5.39105692166814,2.39752301780909,3.15571516937032,5.13454382387274,6.45870625368507,4.52992383425513,3.58135629938455,4.52783728434456,2.00919290550149
"PLA2G2A",8.06763793971113,8.75065784650188,9.48599150987348,8.6654547693453,6.66991444712654,7.23748064184562,4.14473803757111,4.50696486411152,9.13243423340872,6.318047984259,11.2394039913249,7.64783140666032,4.64969591361462,9.04427270516182,11.6695576290908,7.99837474321339
"IFNA2",3.73674889102476,3.08994840074882,-9.96578428466209,1.72767330470993,-9.96578428466209,3.02049633740265,1.86162639406832,3.42138295549648,2.13419935092081,-9.96578428466209,1.27984436850089,2.78353935718392,2.61391016125776,2.90315828407445,-9.96578428466209,-9.96578428466209
"PDCD1",5.16333222191941,-9.96578428466209,2.95293398890745,3.49447465822153,3.85893952866328,4.39926621080248,4.80328321653337,-9.96578428466209,4.20699930147468,7.48799385100852,5.94275718267811,3.50970907130412,6.30488446471799,-9.96578428466209,-9.96578428466209,-9.96578428466209
"SELL",10.0586492295037,6.31197269907506,7.20627318204261,6.48499888645727,6.16809514821423,7.43368762100137,7.93411906024377,6.60325171699844,6.78095318518682,8.53812809713706,9.33977744614903,7.420612161243,9.08434735178762,6.318047984259,7.2022460846582,5.98339776389554
"LRRK2",8.42280635844789,8.03852885820217,8.39973886640632,7.42463545251494,8.18104259463008,9.04527459670963,8.45890985545162,7.13377366428509,7.94415976519649,9.24262274658238,8.90800282032922,8.31147043838356,7.340132430364,6.74563130788938,8.00841367502682,6.73654725771394
"S100A13",11.1093477787556,10.8992455566679,10.919255945991,10.4789905202637,10.4589764234515,11.1593700006571,10.9992960918083,11.2594121984243,10.5790581441735,10.6090775334842,11.6695576290908,11.4894988349143,11.2694162594879,10.178757084124,11.0693294380585,11.6795606852352
"S100A14",4.45263656966159,9.61716596119643,9.7112817186326,8.0877118962394,10.5790581441735,7.5915469436645,-9.96578428466209,4.16374796239921,5.33882054505793,7.87487304764416,-9.96578428466209,11.0393153447829,3.18903957282725,2.04157323785981,7.93713130148926,2.00919290550149
"CXCL17",6.08695189422475,-9.96578428466209,2.73304245497457,3.10781405629498,4.16585935714094,-9.96578428466209,0.779125182847862,-9.96578428466209,2.62088695207267,-9.96578428466209,2.94502839779581,-9.96578428466209,1.08688291095319,-9.96578428466209,4.31956695791106,-9.96578428466209
"NCR1",-9.96578428466209,-9.96578428466209,-9.96578428466209,0.990270019559104,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,1.39565326276253,-9.96578428466209,-9.96578428466209,-9.96578428466209,-9.96578428466209,-0.408819389382818,-9.96578428466209,-9.96578428466209
"IL1RAP",10.2087826737575,8.94006863488174,9.48098453202794,7.44676239995901,9.53205458244677,8.95309495699967,10.3689105107578,10.0686585642962,10.0986861832177,9.05729719311892,9.76534488126029,9.18252170795,9.48499011624107,7.08038958487376,8.49801909281141,10.7891857665826
"CTSE",4.65073569785342,0.67489225100364,-9.96578428466209,2.72844046324341,3.60950517943156,4.09609579570773,4.29330471030305,3.05526721014455,3.9016531780314,2.03784432889712,2.18192907657302,2.21115972762189,4.25649849073016,3.64733254001835,3.41263472764502,2.34502711676025
"SEMA4A",7.1267237476597,8.38268828278284,8.6043014593918,7.22137412624947,8.5200794200319,7.01086777727756,6.91409864586875,5.11911495031193,5.62202837276499,8.04856672139222,7.35623052938142,8.71858279806495,8.29842937343571,7.01288325869289,7.58752619703947,6.60123115227809
"PPIA",10.3088642265519,10.3288798691524,10.5390316561136,10.0286208333736,10.2488159752711,10.679121236654,9.80939462553715,9.327758867942,9.89148337386696,10.5390316561136,9.23961779399181,9.71028052648755,9.47898173410186,10.6290902373585,9.5771143656367,10.4389621297146
"EPHB4",9.11139657877201,9.45995495917997,9.37883676751477,9.08735286714174,9.5721078148935,8.85990131456526,9.95855223136713,7.46385917085201,8.50503838798963,9.00419595590681,9.29871332643728,10.0686585642962,8.85388838672334,8.51306032497476,8.64540521806183,9.56609992393507
"S100A5",-9.96578428466209,-9.96578428466209,2.47452348780655,-9.96578428466209,3.4672376438452,-9.96578428466209,1.23589413187042,5.11911495031193,2.39752301780909,-9.96578428466209,1.27984436850089,-9.96578428466209,2.83153281188467,3.19569529322453,-9.96578428466209,-0.231519843561135
"MMP1",6.23803087256614,7.32906434949292,4.45577329138688,7.6890327493584,10.3689105107578,2.61274690297652,3.85787065236007,-9.96578428466209,7.79251390987304,6.66385545626981,3.29407557200748,7.36226703522786,7.86985173101677,5.259866897095,8.16498721308659,8.54715220827867
"TCF4",8.35861584512774,9.88047175982365,9.21357443666233,8.05157802907376,9.41989742334109,8.89297146256446,5.90311499511564,7.74831258031948,8.48398021966999,8.1378923477158,8.02648307325154,10.4089403138426,8.29441666320501,8.44888136559926,8.83384490268962,7.29786965099663
"TLR7",6.98768817770285,7.29786965099663,6.46983071102431,7.15592896655958,6.51532997953092,7.49101052816522,6.60830300296914,8.11581372177716,7.13679498256756,8.32250489689113,7.33711391462205,7.38138163453187,7.99937864859682,6.51735180589765,8.29943254547345,7.3079329175267
"S100A2",7.81662115382448,11.4194739141049,11.5295125416154,9.54407070764379,12.519754596124,9.74131710098457,4.95940368417106,9.91050322687221,9.55508537155389,9.99859184000372,8.01544076655714,14.8099498243111,6.85863418233361,5.36238367185096,10.7891857665826,8.03953265638707
